shipment_id,created_date,shipped_date,delivered_date,sender_country,origin_center,destination_region,weight_grams,shipment_type,delivery_status,delay_reason,distance_km,return_reason,customer_rating,is_holiday_season
452,2024-09-26,2024-09-28,2024-09-30,LT,Siauliai,Kaunas,308,EMS,Delivered,None,124,,1,False
453,2024-05-21,2024-05-21,2024-05-29,LT,Siauliai,Klaipeda,2834,Express,Delayed,High volume,110,,3,False
454,2024-07-20,2024-07-22,2024-07-24,LT,Siauliai,Panevezys,2331,Standard,Delivered,None,107,,5,False
455,2024-08-03,2024-08-04,2024-08-11,LT,Panevezys,Kaunas,1795,Registered,Delayed,Sorting issue,135,,2,False
456,2024-08-13,2024-08-14,2024-08-15,LT,Kaunas,Siauliai,4648,Standard,Delivered,None,5,,1,False
457,2024-12-25,2024-12-26,2024-12-27,LT,Klaipeda,Vilnius,566,Express,Delivered,None,170,,4,True
458,2024-02-27,2024-02-29,2024-03-03,LT,Panevezys,Klaipeda,4445,Standard,Delayed,Address error,250,,4,False
459,2024-02-27,2024-02-28,2024-03-02,LT,Vilnius,Panevezys,4488,Standard,Delivered,None,238,,4,False
460,2024-03-05,2024-03-05,2024-03-07,LT,Klaipeda,Panevezys,2242,Standard,Delivered,None,168,,5,False
461,2024-11-09,2024-11-11,2024-11-14,LT,Kaunas,Siauliai,916,Standard,Delivered,None,175,,3,True
462,2024-07-17,2024-07-19,,LT,Vilnius,Klaipeda,3710,Standard,Returned,Weather,323,Damaged,1,False
463,2024-08-18,2024-08-20,2024-08-24,LT,Siauliai,Siauliai,1102,EMS,Delivered,None,272,,4,False
464,2024-05-11,2024-05-12,2024-05-19,LT,Klaipeda,Klaipeda,3348,Standard,Delayed,Weather,247,,3,False
465,2024-04-27,2024-04-27,2024-05-01,LT,Kaunas,Vilnius,3262,EMS,Delivered,None,237,,1,False
466,2024-02-08,2024-02-09,2024-02-13,LT,Klaipeda,Panevezys,1851,Registered,Delivered,None,278,,4,False
467,2024-03-08,2024-03-09,2024-03-10,LT,Kaunas,Siauliai,2303,Registered,Delivered,None,340,,1,False
468,2024-08-29,2024-08-31,2024-09-02,LT,Vilnius,Vilnius,1394,EMS,Delivered,None,11,,3,False
469,2024-12-20,2024-12-20,2024-12-21,LT,Klaipeda,Kaunas,4612,EMS,Delivered,None,251,,3,True
470,2024-03-12,2024-03-12,,LT,Vilnius,Klaipeda,4251,Standard,Lost,Weather,23,,3,False
471,2024-08-28,2024-08-30,2024-09-01,LT,Panevezys,Kaunas,2506,Express,Delivered,None,88,,3,False
472,2024-09-30,2024-09-30,2024-10-02,LT,Kaunas,Klaipeda,3904,Express,Delivered,None,146,,5,False
473,2024-12-01,2024-12-03,2024-12-04,LT,Panevezys,Siauliai,2461,Registered,Delivered,None,141,,1,True
474,2024-11-01,2024-11-02,2024-11-09,LT,Kaunas,Panevezys,4842,Standard,Delayed,Sorting issue,224,,3,True
475,2024-11-14,2024-11-14,2024-11-17,LT,Panevezys,Kaunas,1257,Standard,Delivered,None,339,,2,True
476,2024-04-27,2024-04-27,2024-04-29,LT,Vilnius,Vilnius,1294,Registered,Delivered,None,324,,5,False
477,2024-09-21,2024-09-22,,LT,Vilnius,Klaipeda,4411,Standard,Lost,Sorting issue,30,,4,False
478,2024-08-14,2024-08-15,2024-08-19,LT,Kaunas,Kaunas,3593,EMS,Delivered,None,258,,3,False
479,2024-04-25,2024-04-27,2024-05-01,LT,Klaipeda,Panevezys,421,EMS,Delivered,None,181,,1,False
480,2024-12-25,2024-12-27,2024-12-30,LT,Siauliai,Klaipeda,336,EMS,Delivered,None,223,,1,True
481,2024-05-05,2024-05-06,2024-05-09,LT,Siauliai,Panevezys,528,EMS,Delivered,None,336,,2,False
482,2024-11-01,2024-11-02,2024-11-06,LT,Siauliai,Panevezys,2292,EMS,Delayed,Address error,340,,1,True
483,2024-10-28,2024-10-30,2024-10-31,LT,Panevezys,Panevezys,1951,EMS,Delivered,None,76,,5,False
484,2024-07-31,2024-08-01,2024-08-02,LT,Siauliai,Panevezys,2045,Standard,Delivered,None,346,,4,False
485,2024-06-23,2024-06-25,,LT,Siauliai,Klaipeda,1017,Registered,Returned,Weather,245,Damaged,5,False
486,2024-03-12,2024-03-14,2024-03-20,LT,Kaunas,Vilnius,2177,EMS,Delayed,Address error,334,,4,False
487,2024-01-01,2024-01-03,2024-01-07,LT,Klaipeda,Siauliai,2731,EMS,Delivered,None,206,,4,False
488,2024-07-01,2024-07-02,2024-07-09,LT,Kaunas,Klaipeda,463,Standard,Delayed,High volume,285,,4,False
489,2024-06-20,2024-06-20,2024-06-22,LT,Klaipeda,Klaipeda,4574,EMS,Delivered,None,240,,3,False
490,2024-11-16,2024-11-18,2024-11-19,LT,Panevezys,Siauliai,3474,Registered,Delivered,None,121,,1,True
491,2024-06-07,2024-06-09,2024-06-13,LT,Panevezys,Vilnius,4933,EMS,Delivered,None,208,,2,False
492,2024-07-31,2024-08-01,2024-08-04,LT,Klaipeda,Klaipeda,960,Standard,Delivered,None,330,,2,False
493,2024-10-26,2024-10-28,,LT,Klaipeda,Klaipeda,1530,Standard,Lost,High volume,181,,5,False
494,2024-03-26,2024-03-27,,LT,Siauliai,Siauliai,4158,Registered,Returned,Weather,316,Address incorrect,2,False
495,2024-12-14,2024-12-14,2024-12-18,LT,Panevezys,Vilnius,603,Registered,Delivered,None,296,,1,True
496,2024-12-28,2024-12-30,2025-01-03,LT,Siauliai,Siauliai,4110,EMS,Delivered,None,5,,2,True
497,2024-12-21,2024-12-23,2024-12-27,LT,Panevezys,Vilnius,3950,Registered,Delivered,None,133,,3,True
498,2024-02-01,2024-02-01,2024-02-06,LT,Panevezys,Siauliai,2686,Registered,Delayed,Address error,28,,1,False
499,2024-07-25,2024-07-26,2024-07-28,LT,Siauliai,Klaipeda,4880,Standard,Delivered,None,248,,5,False
500,2024-12-21,2024-12-23,2024-12-25,LT,Kaunas,Siauliai,2294,EMS,Delivered,None,128,,5,True
501,2024-12-20,2024-12-22,2024-12-24,LT,Siauliai,Siauliai,3104,EMS,Delivered,None,141,,2,True
502,2024-11-05,2024-11-06,,LT,Siauliai,Siauliai,221,EMS,Returned,Address error,299,Address incorrect,3,True
503,2024-05-05,2024-05-05,2024-05-08,LT,Vilnius,Klaipeda,2918,Registered,Delivered,None,35,,1,False
504,2024-08-17,2024-08-18,2024-08-20,LT,Vilnius,Siauliai,4822,Express,Delivered,None,110,,2,False
505,2024-04-30,2024-04-30,2024-05-01,LT,Kaunas,Siauliai,2184,Express,Delivered,None,135,,2,False
506,2024-02-10,2024-02-11,2024-02-15,LT,Klaipeda,Klaipeda,997,Express,Delivered,None,129,,5,False
507,2024-01-20,2024-01-21,2024-01-25,LT,Siauliai,Vilnius,1941,EMS,Delivered,None,110,,1,False
508,2024-10-08,2024-10-09,2024-10-10,LT,Klaipeda,Vilnius,4518,Express,Delivered,None,12,,4,False
509,2024-11-25,2024-11-26,,LT,Vilnius,Kaunas,4215,EMS,Lost,Address error,119,,5,True
510,2024-12-01,2024-12-02,2024-12-03,LT,Panevezys,Kaunas,4305,Standard,Delivered,None,176,,1,True
511,2024-11-03,2024-11-03,2024-11-06,LT,Siauliai,Vilnius,3725,Express,Delivered,None,68,,2,True
512,2024-07-06,2024-07-06,2024-07-07,LT,Kaunas,Vilnius,3289,Express,Delivered,None,109,,4,False
513,2024-12-13,2024-12-15,2024-12-18,LT,Klaipeda,Klaipeda,1702,Registered,Delivered,None,102,,3,True
514,2024-06-25,2024-06-27,2024-06-28,LT,Klaipeda,Klaipeda,2198,Standard,Delivered,None,75,,3,False
515,2024-11-17,2024-11-18,2024-11-20,LT,Panevezys,Vilnius,505,EMS,Delivered,None,219,,1,True
516,2024-01-27,2024-01-28,2024-01-31,LT,Vilnius,Vilnius,991,Registered,Delivered,None,145,,2,False
517,2024-04-17,2024-04-18,2024-04-20,LT,Vilnius,Klaipeda,2856,Standard,Delivered,None,329,,3,False
518,2024-12-21,2024-12-21,2024-12-25,LT,Kaunas,Klaipeda,2044,Express,Delivered,None,254,,5,True
519,2024-04-24,2024-04-25,2024-05-03,LT,Vilnius,Kaunas,1205,Standard,Delayed,Address error,185,,2,False
520,2024-05-08,2024-05-10,2024-05-12,LT,Vilnius,Klaipeda,4515,Standard,Delivered,None,321,,5,False
521,2024-04-22,2024-04-23,2024-04-25,LT,Kaunas,Panevezys,2395,Express,Delivered,None,342,,2,False
522,2024-11-18,2024-11-19,2024-11-26,LT,Siauliai,Siauliai,4699,Registered,Delayed,Sorting issue,66,,4,True
523,2024-04-16,2024-04-18,2024-04-25,LT,Panevezys,Siauliai,2211,EMS,Delayed,High volume,130,,3,False
524,2024-10-02,2024-10-03,2024-10-04,LT,Vilnius,Siauliai,1734,EMS,Delivered,None,122,,3,False
525,2024-07-07,2024-07-07,2024-07-10,LT,Siauliai,Vilnius,4142,Standard,Delivered,None,48,,1,False
526,2024-08-22,2024-08-22,2024-08-24,LT,Panevezys,Kaunas,1186,Standard,Delivered,None,286,,3,False
527,2024-03-18,2024-03-18,,LT,Siauliai,Klaipeda,1468,EMS,Returned,Sorting issue,152,Address incorrect,4,False
528,2024-08-13,2024-08-14,2024-08-17,LT,Klaipeda,Klaipeda,2714,Registered,Delivered,None,60,,1,False
529,2024-01-10,2024-01-12,2024-01-16,LT,Vilnius,Kaunas,1672,Registered,Delivered,None,188,,5,False
530,2024-05-27,2024-05-28,2024-06-01,LT,Siauliai,Klaipeda,2655,Registered,Delivered,None,339,,5,False
531,2024-03-21,2024-03-22,2024-03-23,LT,Kaunas,Panevezys,1585,Express,Delivered,None,26,,3,False
532,2024-01-09,2024-01-10,2024-01-12,LT,Kaunas,Klaipeda,2238,EMS,Delivered,None,337,,1,False
533,2024-10-06,2024-10-06,2024-10-10,LT,Panevezys,Klaipeda,3688,Express,Delivered,None,272,,1,False
534,2024-09-06,2024-09-08,2024-09-10,LT,Kaunas,Vilnius,471,EMS,Delivered,None,322,,4,False
535,2024-08-16,2024-08-18,2024-08-20,LT,Vilnius,Kaunas,1485,Express,Delivered,None,348,,5,False
536,2024-08-16,2024-08-16,2024-08-19,LT,Kaunas,Klaipeda,229,Registered,Delivered,None,292,,2,False
537,2024-02-06,2024-02-06,2024-02-12,LT,Vilnius,Kaunas,4514,EMS,Delayed,Address error,55,,3,False
538,2024-04-14,2024-04-16,2024-04-18,LT,Klaipeda,Vilnius,1173,Express,Delivered,None,83,,5,False
539,2024-04-28,2024-04-29,2024-05-03,LT,Vilnius,Kaunas,3947,Standard,Delivered,None,200,,3,False
540,2024-11-29,2024-12-01,2024-12-09,LT,Klaipeda,Vilnius,2976,Registered,Delayed,High volume,335,,3,True
541,2024-04-03,2024-04-05,2024-04-09,LT,Panevezys,Panevezys,3212,EMS,Delivered,None,98,,1,False
542,2024-04-29,2024-04-29,2024-05-01,LT,Vilnius,Vilnius,321,Standard,Delivered,None,11,,2,False
543,2024-11-24,2024-11-24,2024-11-26,LT,Kaunas,Klaipeda,1180,Express,Delivered,None,24,,2,True
544,2024-09-04,2024-09-04,2024-09-08,LT,Panevezys,Kaunas,4341,Standard,Delivered,None,23,,2,False
545,2024-02-09,2024-02-10,2024-02-11,LT,Kaunas,Siauliai,1842,Express,Delivered,None,254,,2,False
546,2024-11-04,2024-11-06,2024-11-07,LT,Panevezys,Siauliai,4584,Registered,Delivered,None,222,,1,True
547,2024-08-09,2024-08-09,2024-08-13,LT,Siauliai,Kaunas,534,Registered,Delivered,None,332,,5,False
548,2024-08-06,2024-08-07,2024-08-13,LT,Panevezys,Kaunas,3425,Express,Delayed,High volume,195,,2,False
549,2024-02-03,2024-02-04,2024-02-06,LT,Klaipeda,Panevezys,1948,Registered,Delivered,None,110,,4,False
550,2024-02-01,2024-02-03,2024-02-06,LT,Siauliai,Kaunas,3762,Express,Delivered,None,25,,1,False
551,2024-05-21,2024-05-23,2024-05-24,LT,Siauliai,Klaipeda,4229,Registered,Delivered,None,163,,5,False
552,2024-09-01,2024-09-03,2024-09-07,LT,Klaipeda,Klaipeda,791,EMS,Delivered,None,299,,5,False
553,2024-07-26,2024-07-27,2024-07-29,LT,Panevezys,Vilnius,1122,EMS,Delivered,None,322,,4,False
554,2024-12-20,2024-12-22,2024-12-24,LT,Vilnius,Vilnius,4487,Express,Delivered,None,167,,5,True
555,2024-02-29,2024-02-29,2024-03-03,LT,Kaunas,Vilnius,2815,Express,Delivered,None,218,,5,False
556,2024-01-14,2024-01-15,2024-01-16,LT,Klaipeda,Klaipeda,4560,Registered,Delivered,None,198,,4,False
557,2024-10-02,2024-10-04,2024-10-06,LT,Vilnius,Klaipeda,2577,EMS,Delivered,None,204,,5,False
558,2024-04-16,2024-04-16,2024-04-20,LT,Kaunas,Siauliai,149,EMS,Delayed,Weather,102,,1,False
559,2024-08-05,2024-08-06,2024-08-09,LT,Vilnius,Klaipeda,3713,Express,Delivered,None,55,,1,False
560,2024-02-11,2024-02-11,2024-02-14,LT,Kaunas,Panevezys,2068,EMS,Delayed,Sorting issue,55,,2,False
561,2024-10-29,2024-10-31,2024-11-04,LT,Panevezys,Klaipeda,4784,EMS,Delivered,None,128,,1,False
562,2024-03-18,2024-03-20,2024-03-23,LT,Kaunas,Klaipeda,4910,EMS,Delivered,None,54,,1,False
563,2024-03-14,2024-03-16,2024-03-20,LT,Vilnius,Vilnius,866,Standard,Delivered,None,277,,1,False
564,2024-05-14,2024-05-14,2024-05-16,LT,Vilnius,Siauliai,1464,Registered,Delivered,None,59,,5,False
565,2024-04-26,2024-04-26,2024-04-28,LT,Klaipeda,Panevezys,652,Express,Delivered,None,326,,3,False
566,2024-07-21,2024-07-21,2024-07-23,LT,Kaunas,Klaipeda,274,Standard,Delivered,None,140,,1,False
567,2024-10-24,2024-10-25,2024-10-31,LT,Siauliai,Panevezys,389,EMS,Delayed,Address error,159,,4,False
568,2024-04-03,2024-04-05,2024-04-12,LT,Vilnius,Panevezys,3527,Registered,Delayed,Sorting issue,269,,4,False
569,2024-10-01,2024-10-03,2024-10-05,LT,Panevezys,Klaipeda,3141,Registered,Delivered,None,342,,1,False
570,2024-02-01,2024-02-03,2024-02-05,LT,Klaipeda,Klaipeda,774,Express,Delivered,None,158,,3,False
571,2024-01-04,2024-01-04,2024-01-06,LT,Klaipeda,Panevezys,1673,EMS,Delivered,None,296,,3,False
572,2024-03-22,2024-03-22,2024-03-25,LT,Siauliai,Klaipeda,4307,Standard,Delivered,None,15,,4,False
573,2024-01-22,2024-01-22,2024-01-31,LT,Kaunas,Panevezys,4826,EMS,Delayed,Weather,15,,3,False
574,2024-09-03,2024-09-04,2024-09-05,LT,Kaunas,Vilnius,2051,EMS,Delivered,None,35,,5,False
575,2024-12-10,2024-12-10,2024-12-14,LT,Vilnius,Klaipeda,4525,EMS,Delivered,None,269,,1,True
576,2024-10-29,2024-10-31,,LT,Kaunas,Vilnius,1210,Standard,Returned,Address error,263,Damaged,2,False
577,2024-11-15,2024-11-15,2024-11-17,LT,Panevezys,Siauliai,3128,Express,Delivered,None,27,,5,True
578,2024-02-27,2024-02-27,2024-03-01,LT,Klaipeda,Vilnius,3878,Express,Delivered,None,96,,5,False
579,2024-06-30,2024-07-01,2024-07-05,LT,Siauliai,Siauliai,190,Express,Delivered,None,98,,2,False
580,2024-01-28,2024-01-29,2024-02-01,LT,Siauliai,Vilnius,2463,Registered,Delivered,None,310,,2,False
581,2024-10-06,2024-10-07,2024-10-11,LT,Panevezys,Klaipeda,420,Express,Delivered,None,290,,4,False
582,2024-10-15,2024-10-16,2024-10-18,LT,Siauliai,Kaunas,1882,Registered,Delivered,None,69,,3,False
583,2024-12-09,2024-12-09,,LT,Klaipeda,Kaunas,1606,Registered,Returned,High volume,194,Recipient unavailable,2,True
584,2024-02-21,2024-02-23,2024-02-27,LT,Kaunas,Vilnius,1366,Express,Delivered,None,243,,5,False
585,2024-06-09,2024-06-10,2024-06-13,LT,Panevezys,Klaipeda,4663,Registered,Delivered,None,162,,4,False
586,2024-08-21,2024-08-22,2024-08-24,LT,Kaunas,Vilnius,3150,EMS,Delivered,None,138,,5,False
587,2024-12-06,2024-12-08,2024-12-09,LT,Klaipeda,Klaipeda,4870,Express,Delivered,None,93,,2,True
588,2024-11-13,2024-11-14,2024-11-16,LT,Klaipeda,Kaunas,3733,Express,Delivered,None,289,,4,True
589,2024-01-19,2024-01-21,2024-01-25,LT,Panevezys,Vilnius,3842,Express,Delivered,None,121,,5,False
590,2024-03-12,2024-03-13,,LT,Kaunas,Siauliai,3301,Registered,Returned,Address error,278,Damaged,5,False
591,2024-11-02,2024-11-02,,LT,Kaunas,Kaunas,1929,Standard,Returned,Weather,39,Address incorrect,5,True
592,2024-11-02,2024-11-04,2024-11-10,LT,Panevezys,Vilnius,4839,EMS,Delayed,Sorting issue,312,,5,True
593,2024-02-10,2024-02-12,2024-02-15,LT,Kaunas,Vilnius,3194,Express,Delivered,None,100,,2,False
594,2024-09-27,2024-09-27,2024-10-01,LT,Panevezys,Klaipeda,4211,Express,Delivered,None,299,,2,False
595,2024-12-07,2024-12-09,2024-12-11,LT,Kaunas,Panevezys,3321,EMS,Delivered,None,82,,2,True
596,2024-08-17,2024-08-17,2024-08-20,LT,Siauliai,Vilnius,3807,Express,Delivered,None,154,,5,False
597,2024-03-08,2024-03-08,2024-03-09,LT,Kaunas,Vilnius,219,Registered,Delivered,None,94,,5,False
598,2024-08-31,2024-09-02,2024-09-03,LT,Klaipeda,Vilnius,4693,EMS,Delivered,None,114,,5,False
599,2024-07-22,2024-07-23,2024-07-27,LT,Vilnius,Siauliai,3516,Registered,Delivered,None,36,,5,False
600,2024-12-04,2024-12-06,2024-12-10,LT,Panevezys,Siauliai,3051,Registered,Delivered,None,173,,5,True
601,2024-10-17,2024-10-19,2024-10-21,LT,Kaunas,Klaipeda,3058,EMS,Delivered,None,114,,4,False
602,2024-01-27,2024-01-27,2024-01-30,LT,Klaipeda,Panevezys,1545,Express,Delivered,None,327,,1,False
603,2024-06-03,2024-06-05,2024-06-06,LT,Siauliai,Klaipeda,2454,Standard,Delivered,None,155,,2,False
604,2024-11-22,2024-11-23,2024-11-29,LT,Siauliai,Vilnius,3658,EMS,Delayed,Weather,180,,3,True
605,2024-10-13,2024-10-15,2024-10-18,LT,Vilnius,Panevezys,1846,Registered,Delivered,None,139,,1,False
606,2024-09-08,2024-09-09,2024-09-10,LT,Klaipeda,Siauliai,2738,Registered,Delivered,None,278,,1,False
607,2024-08-09,2024-08-09,,LT,Vilnius,Siauliai,4883,Express,Returned,Weather,194,Damaged,5,False
608,2024-08-23,2024-08-24,2024-08-27,LT,Kaunas,Siauliai,2856,Registered,Delivered,None,261,,1,False
609,2024-02-15,2024-02-17,2024-02-23,LT,Vilnius,Vilnius,3859,Express,Delayed,Sorting issue,41,,2,False
610,2024-09-27,2024-09-29,2024-10-03,LT,Vilnius,Vilnius,2146,Express,Delivered,None,326,,5,False
611,2024-12-20,2024-12-20,2024-12-23,LT,Panevezys,Kaunas,4757,Express,Delivered,None,67,,3,True
612,2024-07-31,2024-08-02,2024-08-03,LT,Vilnius,Siauliai,4644,EMS,Delivered,None,151,,1,False
613,2024-07-06,2024-07-07,2024-07-11,LT,Siauliai,Panevezys,4733,Standard,Delivered,None,41,,3,False
614,2024-04-24,2024-04-26,2024-04-27,LT,Siauliai,Vilnius,4055,Express,Delivered,None,320,,2,False
615,2024-05-11,2024-05-13,2024-05-17,LT,Panevezys,Kaunas,2575,Registered,Delivered,None,322,,2,False
616,2024-01-23,2024-01-23,2024-01-25,LT,Siauliai,Siauliai,1866,EMS,Delivered,None,321,,1,False
617,2024-05-11,2024-05-11,2024-05-14,LT,Vilnius,Vilnius,1024,EMS,Delivered,None,116,,5,False
618,2024-03-05,2024-03-07,2024-03-08,LT,Vilnius,Vilnius,2185,Express,Delivered,None,43,,5,False
619,2024-06-04,2024-06-04,2024-06-05,LT,Kaunas,Vilnius,2154,Standard,Delivered,None,53,,3,False
620,2024-02-29,2024-03-01,,LT,Klaipeda,Siauliai,2650,Registered,Returned,Weather,239,Address incorrect,5,False
621,2024-03-06,2024-03-06,2024-03-10,LT,Panevezys,Vilnius,1817,EMS,Delivered,None,349,,1,False
622,2024-03-21,2024-03-21,2024-03-22,LT,Panevezys,Kaunas,587,Standard,Delivered,None,280,,5,False
623,2024-06-01,2024-06-03,2024-06-07,LT,Klaipeda,Klaipeda,3884,EMS,Delivered,None,28,,4,False
624,2024-07-19,2024-07-20,2024-07-24,LT,Vilnius,Vilnius,3798,Registered,Delivered,None,19,,5,False
625,2024-10-18,2024-10-18,2024-10-21,LT,Panevezys,Siauliai,79,Express,Delivered,None,171,,5,False
626,2024-03-05,2024-03-05,2024-03-09,LT,Panevezys,Klaipeda,418,Registered,Delivered,None,34,,5,False
627,2024-01-10,2024-01-10,2024-01-14,LT,Klaipeda,Panevezys,2758,EMS,Delivered,None,28,,2,False
628,2024-12-29,2024-12-31,2025-01-05,LT,Vilnius,Vilnius,3629,Express,Delayed,Sorting issue,45,,1,True
629,2024-10-06,2024-10-08,2024-10-12,LT,Siauliai,Vilnius,1833,Standard,Delivered,None,155,,5,False
630,2024-07-23,2024-07-23,2024-07-27,LT,Klaipeda,Klaipeda,782,Express,Delivered,None,293,,2,False
631,2024-01-07,2024-01-07,,LT,Klaipeda,Klaipeda,3470,Registered,Returned,High volume,299,Damaged,4,False
632,2024-06-03,2024-06-05,2024-06-06,LT,Klaipeda,Kaunas,3461,Registered,Delivered,None,298,,5,False
633,2024-08-19,2024-08-19,2024-08-21,LT,Siauliai,Vilnius,4084,Standard,Delivered,None,227,,5,False
634,2024-11-14,2024-11-15,2024-11-18,LT,Klaipeda,Vilnius,4253,Standard,Delivered,None,162,,2,True
635,2024-07-31,2024-08-02,2024-08-05,LT,Panevezys,Vilnius,1524,EMS,Delivered,None,224,,3,False
636,2024-01-17,2024-01-17,2024-01-21,LT,Klaipeda,Kaunas,1124,EMS,Delivered,None,131,,1,False
637,2024-03-16,2024-03-17,2024-03-21,LT,Vilnius,Klaipeda,3242,Standard,Delivered,None,131,,5,False
638,2024-02-27,2024-02-27,2024-02-29,LT,Siauliai,Klaipeda,1709,Registered,Delivered,None,183,,2,False
639,2024-12-26,2024-12-26,2024-12-27,LT,Klaipeda,Siauliai,2305,Registered,Delivered,None,225,,5,True
640,2024-10-06,2024-10-07,2024-10-11,LT,Vilnius,Kaunas,1345,Standard,Delivered,None,10,,1,False
641,2024-08-19,2024-08-21,2024-08-28,LT,Kaunas,Siauliai,100,Registered,Delayed,Weather,102,,4,False
642,2024-09-30,2024-10-01,2024-10-03,LT,Panevezys,Siauliai,3886,Express,Delivered,None,44,,2,False
643,2024-01-03,2024-01-04,2024-01-06,LT,Klaipeda,Kaunas,1892,EMS,Delivered,None,212,,3,False
644,2024-09-21,2024-09-21,2024-09-22,LT,Panevezys,Siauliai,3604,Standard,Delivered,None,319,,5,False
645,2024-08-20,2024-08-20,,LT,Panevezys,Vilnius,2957,Registered,Lost,Weather,349,,2,False
646,2024-09-30,2024-10-02,2024-10-04,LT,Siauliai,Panevezys,905,Express,Delivered,None,89,,4,False
647,2024-04-08,2024-04-09,2024-04-13,LT,Kaunas,Siauliai,3052,Express,Delivered,None,244,,4,False
648,2024-12-22,2024-12-22,2024-12-23,LT,Siauliai,Kaunas,4332,EMS,Delivered,None,247,,2,True
649,2024-09-28,2024-09-29,2024-10-08,LT,Vilnius,Klaipeda,3381,Express,Delayed,Sorting issue,176,,2,False
650,2024-08-30,2024-08-30,2024-09-07,LT,Siauliai,Vilnius,514,Standard,Delayed,High volume,58,,1,False
651,2024-10-31,2024-11-01,2024-11-04,LT,Kaunas,Kaunas,1819,EMS,Delivered,None,257,,3,False
652,2024-05-05,2024-05-06,2024-05-07,LT,Panevezys,Kaunas,4885,Express,Delivered,None,295,,4,False
653,2024-07-23,2024-07-25,2024-07-27,LT,Siauliai,Siauliai,4126,Registered,Delivered,None,218,,4,False
654,2024-03-18,2024-03-19,2024-03-20,LT,Klaipeda,Vilnius,1370,Registered,Delivered,None,215,,2,False
655,2024-09-05,2024-09-05,,LT,Panevezys,Vilnius,3928,Express,Returned,Weather,332,Address incorrect,1,False
656,2024-01-23,2024-01-25,2024-01-28,LT,Siauliai,Siauliai,1974,Registered,Delivered,None,9,,3,False
657,2024-04-22,2024-04-22,2024-04-26,LT,Vilnius,Vilnius,3008,Registered,Delivered,None,315,,3,False
658,2024-03-16,2024-03-17,2024-03-19,LT,Siauliai,Vilnius,2594,Registered,Delivered,None,63,,2,False
659,2024-10-29,2024-10-29,2024-10-30,LT,Klaipeda,Siauliai,2543,EMS,Delivered,None,274,,5,False
660,2024-05-07,2024-05-09,2024-05-13,LT,Siauliai,Klaipeda,3165,Standard,Delivered,None,64,,2,False
661,2024-03-18,2024-03-20,2024-03-24,LT,Klaipeda,Klaipeda,3990,EMS,Delivered,None,308,,5,False
662,2024-11-13,2024-11-13,2024-11-14,LT,Klaipeda,Kaunas,1136,Registered,Delivered,None,86,,3,True
663,2024-08-11,2024-08-11,2024-08-14,LT,Kaunas,Vilnius,1866,Express,Delivered,None,190,,4,False
664,2024-01-31,2024-01-31,2024-02-03,LT,Klaipeda,Siauliai,1889,Standard,Delivered,None,39,,3,False
665,2024-10-26,2024-10-26,2024-10-28,LT,Klaipeda,Kaunas,1960,EMS,Delivered,None,128,,2,False
666,2024-07-27,2024-07-27,2024-07-29,LT,Siauliai,Siauliai,1166,EMS,Delivered,None,125,,2,False
667,2024-09-03,2024-09-03,2024-09-08,LT,Vilnius,Panevezys,4187,Registered,Delayed,High volume,164,,5,False
668,2024-08-28,2024-08-29,2024-09-02,LT,Panevezys,Panevezys,2652,Registered,Delivered,None,79,,5,False
669,2024-08-26,2024-08-26,2024-08-29,LT,Siauliai,Vilnius,2607,Standard,Delivered,None,136,,4,False
670,2024-01-17,2024-01-17,2024-01-19,LT,Siauliai,Panevezys,2375,EMS,Delivered,None,82,,5,False
671,2024-04-14,2024-04-15,2024-04-17,LT,Kaunas,Kaunas,1165,EMS,Delivered,None,226,,4,False
672,2024-01-06,2024-01-06,2024-01-09,LT,Kaunas,Kaunas,2281,EMS,Delivered,None,236,,3,False
673,2024-11-05,2024-11-06,2024-11-10,LT,Siauliai,Vilnius,3422,EMS,Delivered,None,327,,4,True
674,2024-04-26,2024-04-27,2024-04-28,LT,Kaunas,Panevezys,4171,EMS,Delivered,None,328,,4,False
675,2024-11-07,2024-11-09,2024-11-10,LT,Klaipeda,Klaipeda,4360,Express,Delivered,None,10,,1,True
676,2024-07-21,2024-07-22,,LT,Siauliai,Klaipeda,2323,Standard,Returned,Weather,29,Damaged,5,False
677,2024-12-10,2024-12-12,2024-12-15,LT,Siauliai,Panevezys,3125,Standard,Delivered,None,235,,5,True
678,2024-01-12,2024-01-14,2024-01-15,LT,Panevezys,Siauliai,1927,Standard,Delivered,None,266,,3,False
679,2024-10-05,2024-10-05,,LT,Kaunas,Panevezys,730,EMS,Returned,High volume,250,Recipient unavailable,4,False
680,2024-02-05,2024-02-06,2024-02-09,LT,Klaipeda,Siauliai,1417,Express,Delivered,None,21,,1,False
681,2024-02-07,2024-02-08,,LT,Kaunas,Klaipeda,989,Registered,Lost,Sorting issue,141,,5,False
682,2024-10-20,2024-10-22,2024-10-25,LT,Vilnius,Kaunas,2701,Registered,Delivered,None,222,,2,False
683,2024-11-27,2024-11-29,2024-12-01,LT,Panevezys,Panevezys,546,Standard,Delivered,None,309,,1,True
684,2024-05-23,2024-05-25,2024-05-26,LT,Vilnius,Panevezys,368,Express,Delivered,None,213,,5,False
685,2024-08-21,2024-08-21,2024-08-28,LT,Vilnius,Vilnius,4315,Standard,Delayed,High volume,39,,2,False
